Date,Open,High,Low,Close,Adj Close,Volume
2020-08-13,326.820007,335.299988,324.529999,331.959991,331.959991,0
2020-08-14,331.630005,332.839996,325.109985,330.320007,330.320007,0
2020-08-17,344.709991,353.329987,343.739990,353.239990,353.239990,0
2020-08-18,362.209991,362.209991,346.630005,350.549988,350.549988,0
2020-08-19,347.369995,350.929993,336.410004,338.720001,338.720001,0
2020-08-20,337.320007,346.640015,335.950012,344.809998,344.809998,0
2020-08-21,339.820007,340.209991,332.839996,336.869995,336.869995,0
2020-08-24,342.220001,342.260010,332.989990,334.559998,334.559998,0
2020-08-25,333.190002,333.829987,325.230011,333.480011,333.480011,0
2020-08-26,329.529999,342.859985,329.529999,342.859985,342.859985,0
2020-08-27,348.179993,348.450012,329.510010,335.149994,335.149994,0
2020-08-28,342.079987,350.510010,341.049988,348.720001,348.720001,0
2020-08-31,350.100006,356.890015,349.529999,351.899994,351.899994,0
2020-09-01,357.920013,358.149994,342.429993,346.820007,346.820007,0
2020-09-02,343.179993,346.709991,334.320007,346.660004,346.660004,0
2020-09-03,341.279999,345.950012,333.290009,344.010010,344.010010,0
2020-09-04,340.779999,344.010010,327.899994,344.010010,344.010010,0
2020-09-08,330.040009,343.589996,325.429993,336.679993,336.679993,0
2020-09-09,341.109985,353.690002,341.109985,352.790009,352.790009,0
2020-09-10,355.459991,357.049988,345.690002,347.339996,347.339996,0
2020-09-11,349.720001,353.950012,340.179993,341.380005,341.380005,0
2020-09-14,346.029999,356.239990,345.809998,355.940002,355.940002,0
2020-09-15,361.649994,362.730011,353.410004,356.029999,356.029999,0
2020-09-16,359.200012,360.000000,352.709991,355.179993,355.179993,0
2020-09-17,345.000000,350.820007,342.109985,349.230011,349.230011,0
2020-09-18,350.769989,353.070007,342.839996,342.839996,342.839996,0
2020-09-21,334.029999,342.839996,326.739990,342.839996,342.839996,0
2020-09-22,331.649994,334.399994,326.540009,331.109985,331.109985,0
2020-09-23,325.239990,325.730011,308.350006,310.179993,310.179993,0
2020-09-24,306.209991,323.070007,306.209991,320.989990,320.989990,0
2020-09-25,317.790009,321.859985,314.470001,320.089996,320.089996,0
2020-09-28,324.440002,325.649994,318.290009,322.410004,322.410004,0
2020-09-29,325.329987,329.850006,324.510010,327.730011,327.730011,0
2020-09-30,324.799988,329.750000,321.690002,326.959991,326.959991,0
2020-10-01,330.049988,333.109985,326.640015,329.239990,329.239990,0
2020-10-02,326.920013,329.750000,323.290009,324.540009,324.540009,0
2020-10-05,326.390015,334.670013,326.390015,330.369995,330.369995,0
2020-10-06,331.829987,333.510010,317.070007,317.119995,317.119995,0
2020-10-07,320.739990,322.309998,316.630005,317.820007,317.820007,0
2020-10-08,321.269989,325.959991,319.869995,324.269989,324.269989,0
2020-10-14,342.739990,346.540009,339.619995,342.929993,342.929993,0
2020-10-15,335.980011,340.839996,335.410004,338.309998,338.309998,0
2020-10-16,339.239990,339.709991,333.390015,333.489990,333.489990,0
2020-10-19,336.470001,337.790009,326.809998,326.809998,326.809998,0
2020-10-20,326.809998,330.750000,324.380005,328.260010,328.260010,0
2020-10-21,328.260010,337.619995,328.260010,332.239990,332.239990,0
2020-10-22,332.239990,332.239990,321.149994,325.950012,325.950012,0
2020-10-23,325.950012,325.950012,320.809998,323.730011,323.730011,0
2020-10-26,320.859985,327.570007,319.380005,319.839996,319.839996,0
2020-10-27,320.760010,326.049988,318.859985,326.049988,326.049988,0
2020-10-28,316.100006,316.119995,302.339996,303.049988,303.049988,0
2020-10-29,300.950012,311.290009,300.809998,308.179993,308.179993,0
2020-10-30,312.350006,314.859985,305.079987,314.619995,314.619995,0
2020-11-02,319.450012,323.510010,314.049988,323.390015,323.390015,0
2020-11-03,327.829987,331.440002,324.980011,329.070007,329.070007,0
2020-11-04,328.959991,330.459991,320.260010,321.149994,321.149994,0
2020-11-05,333.779999,347.450012,333.779999,345.559998,345.559998,0
2020-11-06,348.790009,349.980011,342.579987,346.079987,346.079987,0
2020-11-09,324.989990,324.989990,314.940002,322.619995,322.619995,0
2020-11-10,323.869995,324.790009,311.619995,311.809998,311.809998,0
2020-11-11,308.940002,310.690002,305.880005,310.690002,310.690002,0
2020-11-12,313.309998,317.850006,312.040009,313.059998,313.059998,0
2020-11-13,319.029999,319.029999,314.320007,315.200012,315.200012,0
2020-11-16,313.130005,316.170013,309.890015,313.130005,313.130005,0
2020-11-17,311.470001,313.850006,307.809998,308.959991,308.959991,0
2020-11-18,308.089996,308.089996,297.440002,297.519989,297.519989,0
2020-11-19,292.540009,297.470001,292.239990,295.130005,295.130005,0
2020-11-20,298.630005,302.010010,295.010010,297.250000,297.250000,0
2020-11-23,297.250000,297.250000,283.320007,283.450012,283.450012,0
2020-11-24,275.109985,280.380005,275.070007,275.839996,275.839996,0
2020-11-25,275.839996,282.640015,275.839996,279.920013,279.920013,0
2020-11-27,279.920013,281.329987,274.269989,281.220001,281.220001,0
2020-11-30,278.470001,283.829987,275.540009,283.670013,283.670013,0
2020-12-01,293.040009,297.100006,288.369995,296.390015,296.390015,0
2020-12-02,296.679993,298.130005,292.869995,297.109985,297.109985,0
2020-12-03,298.690002,299.279999,291.579987,294.170013,294.170013,0
2020-12-04,294.140015,296.459991,290.329987,292.470001,292.470001,0
2020-12-07,291.859985,307.450012,291.859985,303.880005,303.880005,0
2020-12-08,306.100006,306.399994,301.640015,303.119995,303.119995,0
2020-12-09,299.660004,300.640015,290.959991,293.940002,293.940002,0
2020-12-10,295.559998,300.269989,292.630005,294.649994,294.649994,0
2020-12-11,293.929993,296.619995,290.950012,291.679993,291.679993,0
2020-12-14,291.309998,294.679993,284.619995,284.809998,284.809998,0
2020-12-15,291.350006,297.190002,290.670013,295.820007,295.820007,0
2020-12-16,298.070007,301.299988,293.329987,301.230011,301.230011,0
2020-12-17,308.640015,315.869995,307.959991,312.049988,312.049988,0
2020-12-18,312.070007,312.070007,303.010010,303.380005,303.380005,0
2020-12-21,304.089996,307.420013,302.299988,303.459991,303.459991,0
2020-12-22,303.480011,304.290009,292.040009,294.149994,294.149994,0
2020-12-23,296.260010,301.109985,296.260010,299.200012,299.200012,0
2020-12-24,299.200012,302.470001,297.119995,301.019989,301.019989,0
2020-12-28,307.149994,309.339996,297.980011,298.070007,298.070007,0
2020-12-29,300.700012,303.250000,297.100006,298.470001,298.470001,0
2020-12-30,299.760010,305.940002,299.609985,305.920013,305.920013,0
2020-12-31,306.089996,306.579987,298.149994,299.640015,299.640015,0
