Date,High,Low,Open,Close,Volume,Adj Close
2019-01-01,32.09758377075195,30.264280319213867,30.458393096923828,31.979930877685547,379429124.0,31.979930877685547
2019-01-02,33.7933235168457,31.765974044799805,32.0212287902832,33.43368148803711,414331918.0,33.43368148803711
2019-01-03,33.42070388793945,31.592479705810547,33.353572845458984,32.02669906616211,345068249.0,32.02669906616211
2019-01-04,33.02334976196289,31.437557220458984,32.01652526855469,32.40416717529297,391010579.0,32.40416717529297
2019-01-05,36.14344024658203,32.34479522705078,32.34554672241211,34.936866760253906,640607603.0,34.936866760253906
2019-01-06,39.95914077758789,34.784061431884766,34.84721755981445,39.29885482788086,809493170.0,39.29885482788086
2019-01-07,39.647560119628906,37.61374282836914,39.27975082397461,37.8062744140625,586891613.0,37.8062744140625
2019-01-08,40.95065689086914,37.91899108886719,37.91899108886719,39.47971725463867,643946959.0,39.47971725463867
2019-01-09,40.27861404418945,38.90272521972656,39.44645309448242,38.98553466796875,504601883.0,38.98553466796875
2019-01-10,39.52403259277344,33.0317497253418,38.98713684082031,33.86600875854492,701124437.0,33.86600875854492
2019-01-11,34.09872817993164,32.046043395996094,33.683475494384766,32.32762908935547,628980637.0,32.32762908935547
2019-01-12,32.938995361328125,32.0305061340332,32.456207275390625,32.38442611694336,491524393.0,32.38442611694336
2019-01-13,33.13856506347656,30.12771224975586,32.39582443237305,30.332897186279297,564244096.0,30.332897186279297
2019-01-14,32.73394775390625,30.310152053833008,30.378097534179688,32.35824203491211,593098938.0,32.35824203491211
2019-01-15,32.706947326660156,31.079927444458008,32.38420486450195,31.507068634033203,527294088.0,31.507068634033203
2019-01-16,32.24639129638672,31.26805877685547,31.438589096069336,31.82341766357422,539347966.0,31.82341766357422
2019-01-17,31.94688606262207,30.6761474609375,31.850112915039062,31.88865089416504,609389197.0,31.88865089416504
2019-01-18,31.940603256225586,30.955570220947266,31.913450241088867,31.311487197875977,566482194.0,31.311487197875977
2019-01-19,33.11235809326172,31.368427276611328,31.480209350585938,32.550724029541016,585789957.0,32.550724029541016
2019-01-20,33.35414505004883,30.935497283935547,32.49004364013672,31.176406860351562,584024741.0,31.176406860351562
2019-01-21,31.389184951782227,30.956666946411133,31.188655853271484,31.21286964416504,531048792.0,31.21286964416504
2019-01-22,32.019771575927734,30.324674606323242,31.21330451965332,31.684425354003906,589374367.0,31.684425354003906
2019-01-23,32.386165618896484,31.558425903320312,31.669023513793945,32.001956939697266,613521888.0,32.001956939697266
2019-01-24,33.0421257019043,31.427627563476562,32.042972564697266,32.77610778808594,614405338.0,32.77610778808594
2019-01-25,33.2095947265625,32.273338317871094,32.8204345703125,32.9818115234375,661476020.0,32.9818115234375
2019-01-26,33.95001220703125,32.86662673950195,32.967960357666016,33.1505241394043,694481467.0,33.1505241394043
2019-01-27,33.34574890136719,32.080501556396484,33.08196258544922,32.59283447265625,678149673.0,32.59283447265625
2019-01-28,32.71674728393555,30.52311134338379,32.51712417602539,31.19925880432129,812860294.0,31.19925880432129
2019-01-29,31.457534790039062,30.43724822998047,31.235544204711914,31.097110748291016,707842400.0,31.097110748291016
2019-01-30,32.08937454223633,30.86351776123047,31.066558837890625,31.930953979492188,694822148.0,31.930953979492188
2019-01-31,32.43729782104492,31.39546012878418,31.89085578918457,31.652175903320312,654137406.0,31.652175903320312
2019-02-01,33.44944381713867,31.12713623046875,31.71952247619629,32.82707977294922,825977656.0,32.82707977294922
2019-02-02,34.557167053222656,32.728092193603516,32.8179817199707,34.39482879638672,829064166.0,34.39482879638672
2019-02-03,34.56844711303711,33.11767578125,34.431209564208984,33.43925476074219,820461891.0,33.43925476074219
2019-02-04,34.42838668823242,33.464359283447266,33.464359283447266,34.10862731933594,740036504.0,34.10862731933594
2019-02-05,34.38839340209961,33.777740478515625,34.00916290283203,34.25664520263672,708712284.0,34.25664520263672
2019-02-06,34.34730529785156,32.54347610473633,34.34730529785156,32.932987213134766,748545366.0,32.932987213134766
2019-02-07,33.59257888793945,32.87847137451172,32.9053955078125,33.22241973876953,652002936.0,33.22241973876953
2019-02-08,43.90346908569336,33.00557327270508,33.23527145385742,43.4647216796875,1721691113.0,43.4647216796875
2019-02-09,45.86474609375,42.26860046386719,43.02186584472656,44.790283203125,1509978243.0,44.790283203125
2019-02-10,47.09407043457031,42.90381622314453,44.763633728027344,46.82740783691406,1420578823.0,46.82740783691406
2019-02-11,46.881832122802734,42.397342681884766,46.881832122802734,43.18254089355469,1229169302.0,43.18254089355469
2019-02-12,44.14329147338867,42.54317855834961,43.16887283325195,43.92864227294922,1098569294.0,43.92864227294922
2019-02-13,44.51005172729492,41.416805267333984,43.83333969116211,41.997642517089844,1087815590.0,41.997642517089844
2019-02-14,42.5533561706543,41.26705551147461,41.87549591064453,41.64054870605469,997741394.0,41.64054870605469
2019-02-15,43.6757926940918,41.61971664428711,41.64327621459961,42.699668884277344,1043820661.0,42.699668884277344
2019-02-16,44.18357849121094,42.56769561767578,42.759765625,43.59476089477539,1017844635.0,43.59476089477539
2019-02-17,44.649574279785156,42.91134262084961,43.39625930786133,43.928367614746094,1089205822.0,43.928367614746094
2019-02-18,49.21957778930664,43.842010498046875,43.88195037841797,48.043174743652344,1462180271.0,48.043174743652344
2019-02-19,49.18318176269531,47.268829345703125,48.13616943359375,47.86467742919922,1417050580.0,47.86467742919922
2019-02-20,52.158390045166016,47.41093444824219,47.82089614868164,51.78596496582031,1582934318.0,51.78596496582031
2019-02-21,51.835323333740234,48.68165969848633,51.835323333740234,49.1515998840332,1259734341.0,49.1515998840332
2019-02-22,50.027671813964844,48.717384338378906,49.132930755615234,49.80573272705078,1213665948.0,49.80573272705078
2019-02-23,51.88578414916992,48.66763687133789,49.67182159423828,51.68092727661133,1278039837.0,51.68092727661133
2019-02-24,53.415828704833984,43.65616226196289,51.68029022216797,44.678592681884766,1618048131.0,44.678592681884766
2019-02-25,47.19085693359375,44.57594680786133,44.57594680786133,46.21306610107422,1212141472.0,46.21306610107422
2019-02-26,46.517333984375,45.09392166137695,46.17646026611328,45.49113082885742,1060325373.0,45.49113082885742
2019-02-27,46.138301849365234,44.41291427612305,45.49864196777344,45.581424713134766,1061879935.0,45.581424713134766
2019-02-28,46.92005920410156,45.59764862060547,45.61649703979492,46.23725509643555,1119495712.0,46.23725509643555
2019-03-01,48.98780059814453,46.14991760253906,46.23541259765625,47.487239837646484,1175425172.0,47.487239837646484
2019-03-02,49.64073944091797,47.46395492553711,47.48123550415039,49.01536560058594,1227656624.0,49.01536560058594
2019-03-03,49.38588333129883,48.093162536621094,49.02194595336914,48.38032150268555,1102677211.0,48.38032150268555
